symbol,date,rows,expected_minutes,missing_minutes
CAT,2025-11-21,314,390,76
CAT,2025-12-16,314,390,76
CAT,2026-01-06,314,390,76
COST,2025-12-04,314,390,76
COST,2025-12-16,314,390,76
DIS,2025-12-09,314,390,76
IBM,2025-12-04,314,390,76
IBM,2025-12-18,314,390,76
LLY,2026-01-21,314,390,76
LLY,2026-01-28,314,390,76
LOW,2026-01-12,314,390,76
MCD,2025-11-20,314,390,76
PEP,2025-12-22,314,390,76
PEP,2026-01-14,314,390,76
RTX,2025-12-16,314,390,76
TGT,2026-01-15,314,390,76
UNH,2026-01-08,314,390,76
ABBV,2026-01-15,315,390,75
ABBV,2026-01-27,315,390,75
ADBE,2025-11-03,315,390,75
CVX,2025-11-21,315,390,75
IBM,2025-11-05,315,390,75
IBM,2026-01-13,315,390,75
JNJ,2025-12-09,315,390,75
LLY,2025-12-08,315,390,75
MCD,2026-01-30,315,390,75
PEP,2025-11-06,315,390,75
BA,2026-01-12,316,390,74
GE,2025-11-03,316,390,74
JNJ,2025-12-08,316,390,74
JNJ,2026-01-27,316,390,74
LLY,2025-11-18,316,390,74
MS,2025-12-11,316,390,74
PEP,2025-12-11,316,390,74
RTX,2026-01-07,316,390,74
ADBE,2025-11-17,317,390,73
CAT,2026-01-07,317,390,73
COST,2026-01-12,317,390,73
DE,2026-01-21,317,390,73
DIS,2025-12-26,317,390,73
LOW,2025-11-07,317,390,73
LOW,2026-01-02,317,390,73
PEP,2025-12-15,317,390,73
PEP,2026-01-22,317,390,73
ABBV,2025-11-19,318,390,72
BA,2026-01-09,318,390,72
CVX,2025-12-17,318,390,72
DIS,2026-01-26,318,390,72
JNJ,2025-11-04,318,390,72
MA,2025-11-06,318,390,72
MS,2025-11-04,318,390,72
PEP,2025-11-17,318,390,72
UNH,2026-01-07,318,390,72
V,2025-12-30,318,390,72
BA,2026-02-03,319,390,71
HD,2025-11-13,319,390,71
IBM,2025-12-29,319,390,71
IBM,2026-01-27,319,390,71
IBM,2026-01-30,319,390,71
MA,2025-11-05,319,390,71
PEP,2026-01-26,319,390,71
RTX,2025-12-10,319,390,71
SBUX,2026-01-16,319,390,71
HD,2026-01-26,320,390,70
LLY,2025-12-12,320,390,70
PEP,2026-01-28,320,390,70
SBUX,2025-12-26,320,390,70
SBUX,2026-01-13,320,390,70
ADBE,2025-11-13,321,390,69
C,2025-12-31,321,390,69
DE,2025-11-04,321,390,69
GE,2025-12-02,321,390,69
HD,2025-11-06,321,390,69
IBM,2025-12-16,321,390,69
JNJ,2025-12-22,321,390,69
MA,2025-12-10,321,390,69
MCD,2026-01-08,321,390,69
PEP,2025-12-05,321,390,69
PEP,2026-01-13,321,390,69
TGT,2025-11-03,321,390,69
ADBE,2026-01-27,322,390,68
COST,2025-12-11,322,390,68
GE,2025-12-17,322,390,68
GE,2026-01-07,322,390,68
JNJ,2026-01-29,322,390,68
KO,2025-12-30,322,390,68
LLY,2025-11-17,322,390,68
LOW,2025-12-09,322,390,68
MA,2025-12-02,322,390,68
PEP,2026-01-08,322,390,68
TGT,2025-12-11,322,390,68
ADBE,2025-12-09,323,390,67
COP,2025-12-19,323,390,67
CVX,2025-11-13,323,390,67
HD,2025-12-16,323,390,67
IBM,2025-12-19,323,390,67
IBM,2025-12-31,323,390,67
JNJ,2025-11-14,323,390,67
JNJ,2025-12-11,323,390,67
MA,2026-01-12,323,390,67
MCD,2025-11-06,323,390,67
MCD,2025-12-10,323,390,67
RTX,2026-02-02,323,390,67
TGT,2025-11-14,323,390,67
UNH,2025-12-17,323,390,67
ADBE,2025-11-14,324,390,66
CAT,2025-11-03,324,390,66
COST,2026-01-06,324,390,66
CVX,2025-12-08,324,390,66
GE,2025-11-11,324,390,66
JNJ,2025-12-03,324,390,66
JNJ,2026-01-23,324,390,66
JPM,2025-12-31,324,390,66
LOW,2026-01-15,324,390,66
MCD,2025-12-01,324,390,66
MS,2025-11-17,324,390,66
PEP,2025-11-07,324,390,66
PEP,2025-11-12,324,390,66
SLB,2025-12-31,324,390,66
ABBV,2026-01-12,325,390,65
ABBV,2026-01-14,325,390,65
ADBE,2025-11-24,325,390,65
ADBE,2025-12-17,325,390,65
ADBE,2026-01-28,325,390,65
CVX,2025-12-01,325,390,65
HD,2026-01-02,325,390,65
JNJ,2025-12-02,325,390,65
JNJ,2026-01-15,325,390,65
JPM,2025-12-26,325,390,65
LLY,2026-01-26,325,390,65
LOW,2025-12-08,325,390,65
MCD,2026-01-20,325,390,65
MS,2025-11-13,325,390,65
MS,2026-01-16,325,390,65
UNH,2025-12-05,325,390,65
UNH,2025-12-19,325,390,65
BA,2025-11-18,326,390,64
BA,2025-11-26,326,390,64
CAT,2025-12-03,326,390,64
CVX,2025-12-09,326,390,64
HD,2025-11-03,326,390,64
MCD,2026-01-23,326,390,64
MCD,2026-01-26,326,390,64
PEP,2025-12-08,326,390,64
PEP,2025-12-12,326,390,64
ABBV,2026-02-03,327,390,63
ADBE,2026-01-05,327,390,63
BA,2025-11-12,327,390,63
CAT,2025-11-13,327,390,63
CVX,2025-11-10,327,390,63
CVX,2025-12-10,327,390,63
DIS,2025-12-23,327,390,63
GE,2025-11-20,327,390,63
GS,2026-01-15,327,390,63
IBM,2025-11-13,327,390,63
IBM,2026-01-02,327,390,63
IBM,2026-01-08,327,390,63
JNJ,2025-12-01,327,390,63
LOW,2026-01-16,327,390,63
MA,2025-11-19,327,390,63
MCD,2025-12-02,327,390,63
TGT,2025-12-04,327,390,63
ABBV,2025-11-04,328,390,62
ABBV,2026-01-13,328,390,62
BA,2025-11-04,328,390,62
BA,2025-11-07,328,390,62
COST,2026-01-14,328,390,62
COST,2026-01-21,328,390,62
DE,2025-11-25,328,390,62
GE,2026-01-02,328,390,62
JNJ,2026-01-28,328,390,62
JPM,2025-11-10,328,390,62
LLY,2026-01-15,328,390,62
LOW,2025-11-10,328,390,62
LOW,2026-01-21,328,390,62
MA,2025-12-01,328,390,62
MA,2025-12-11,328,390,62
MS,2025-11-12,328,390,62
UNH,2025-12-10,328,390,62
ABBV,2025-11-18,329,390,61
ADBE,2026-01-21,329,390,61
CVX,2026-01-12,329,390,61
GE,2026-01-14,329,390,61
GE,2026-01-15,329,390,61
GS,2025-12-12,329,390,61
JNJ,2025-12-16,329,390,61
LOW,2026-01-08,329,390,61
MS,2025-12-19,329,390,61
TGT,2026-01-29,329,390,61
COP,2025-12-03,330,390,60
DIS,2025-12-29,330,390,60
GS,2026-01-23,330,390,60
LLY,2025-11-20,330,390,60
LLY,2025-11-21,330,390,60
LLY,2025-12-18,330,390,60
PEP,2026-01-05,330,390,60
TGT,2025-11-12,330,390,60
TGT,2026-01-20,330,390,60
V,2025-11-07,330,390,60
ABBV,2025-11-21,331,390,59
ADBE,2025-12-03,331,390,59
CAT,2025-11-05,331,390,59
CAT,2025-11-20,331,390,59
CAT,2026-01-30,331,390,59
HD,2025-11-10,331,390,59
LOW,2026-01-05,331,390,59
MA,2025-11-24,331,390,59
MCD,2026-01-02,331,390,59
MSFT,2025-12-26,331,390,59
RTX,2025-12-09,331,390,59
RTX,2026-01-28,331,390,59
TGT,2025-12-15,331,390,59
UNH,2025-11-24,331,390,59
UNH,2026-01-14,331,390,59
HD,2026-01-15,332,390,58
IBM,2025-11-11,332,390,58
JPM,2026-01-08,332,390,58
LLY,2026-01-08,332,390,58
MA,2025-12-18,332,390,58
MCD,2025-11-12,332,390,58
MCD,2025-12-05,332,390,58
MCD,2025-12-23,332,390,58
PEP,2026-01-06,332,390,58
TGT,2025-12-17,332,390,58
BA,2025-12-01,333,390,57
COP,2025-11-03,333,390,57
COST,2026-01-27,333,390,57
DIS,2025-11-04,333,390,57
HD,2025-12-03,333,390,57
IBM,2026-01-14,333,390,57
JNJ,2026-01-13,333,390,57
JNJ,2026-01-21,333,390,57
LLY,2025-11-07,333,390,57
LLY,2026-02-02,333,390,57
LOW,2025-12-04,333,390,57
ADBE,2026-01-22,334,390,56
ADBE,2026-01-23,334,390,56
BA,2025-12-12,334,390,56
DE,2025-11-19,334,390,56
GS,2026-01-14,334,390,56
IBM,2025-12-12,334,390,56
JNJ,2026-01-20,334,390,56
JNJ,2026-01-30,334,390,56
LLY,2026-01-07,334,390,56
LLY,2026-01-23,334,390,56
MA,2026-01-20,334,390,56
MCD,2026-01-22,334,390,56
MS,2025-11-14,334,390,56
MS,2026-02-03,334,390,56
PFE,2025-12-26,334,390,56
SLB,2025-12-26,334,390,56
TGT,2025-12-02,334,390,56
ABBV,2026-01-05,335,390,55
BA,2026-01-26,335,390,55
BA,2026-01-30,335,390,55
CAT,2025-12-15,335,390,55
GE,2025-11-13,335,390,55
GE,2025-11-26,335,390,55
IBM,2026-01-06,335,390,55
LOW,2026-02-03,335,390,55
MCD,2025-12-09,335,390,55
META,2025-12-30,335,390,55
MS,2025-12-08,335,390,55
RTX,2026-01-29,335,390,55
SBUX,2026-01-12,335,390,55
TGT,2025-12-01,335,390,55
HD,2025-12-17,336,390,54
HD,2026-01-23,336,390,54
JNJ,2025-11-24,336,390,54
JPM,2025-12-23,336,390,54
LOW,2026-01-20,336,390,54
MCD,2025-11-13,336,390,54
MS,2025-12-18,336,390,54
PEP,2025-12-16,336,390,54
TGT,2025-12-31,336,390,54
ADBE,2025-12-02,337,390,53
BA,2025-11-03,337,390,53
GE,2025-12-08,337,390,53
JNJ,2025-11-03,337,390,53
JPM,2025-12-22,337,390,53
TGT,2025-12-19,337,390,53
UNH,2025-12-18,337,390,53
ABBV,2026-01-22,338,390,52
CAT,2026-01-29,338,390,52
CVX,2025-11-04,338,390,52
CVX,2025-11-14,338,390,52
DIS,2025-12-31,338,390,52
GE,2025-11-19,338,390,52
IBM,2025-11-07,338,390,52
IBM,2026-01-26,338,390,52
TGT,2026-01-13,338,390,52
UNH,2025-11-17,338,390,52
UNH,2025-12-04,338,390,52
V,2025-12-10,338,390,52
C,2025-12-30,339,390,51
COP,2025-12-12,339,390,51
COP,2026-01-30,339,390,51
DIS,2025-11-25,339,390,51
LOW,2025-12-16,339,390,51
MCD,2025-11-03,339,390,51
SLB,2025-12-09,339,390,51
TGT,2025-11-06,339,390,51
TGT,2025-12-08,339,390,51
UNH,2026-01-12,339,390,51
ADBE,2025-11-12,340,390,50
ADBE,2026-01-02,340,390,50
C,2026-01-09,340,390,50
DIS,2026-01-28,340,390,50
GE,2025-11-24,340,390,50
GE,2026-01-12,340,390,50
HD,2026-01-06,340,390,50
JNJ,2025-11-25,340,390,50
KO,2025-11-05,340,390,50
LLY,2025-11-12,340,390,50
MCD,2025-12-08,340,390,50
MS,2025-11-19,340,390,50
TGT,2025-11-24,340,390,50
ABBV,2026-01-07,341,390,49
BA,2026-01-07,341,390,49
COP,2026-01-02,341,390,49
DIS,2026-01-08,341,390,49
HD,2026-01-29,341,390,49
JNJ,2025-12-17,341,390,49
LOW,2025-11-13,341,390,49
MCD,2026-01-06,341,390,49
MCD,2026-01-29,341,390,49
TGT,2025-12-10,341,390,49
TGT,2026-01-14,341,390,49
UNH,2025-11-25,341,390,49
V,2025-11-26,341,390,49
ADBE,2025-12-16,342,390,48
BA,2026-01-20,342,390,48
COP,2025-12-01,342,390,48
COP,2025-12-26,342,390,48
GE,2025-12-18,342,390,48
HD,2025-11-26,342,390,48
IBM,2025-12-02,342,390,48
JNJ,2026-02-02,342,390,48
LLY,2025-11-25,342,390,48
LLY,2026-01-05,342,390,48
MCD,2026-02-03,342,390,48
PEP,2025-11-10,342,390,48
PEP,2025-11-13,342,390,48
V,2026-01-09,342,390,48
BA,2025-12-10,343,390,47
BA,2026-01-05,343,390,47
COP,2025-11-12,343,390,47
DIS,2026-01-02,343,390,47
HD,2026-01-21,343,390,47
IBM,2025-11-04,343,390,47
LOW,2026-01-29,343,390,47
TGT,2025-12-05,343,390,47
V,2025-12-09,343,390,47
COP,2025-11-24,344,390,46
COP,2025-11-25,344,390,46
CVX,2025-11-03,344,390,46
DIS,2025-11-24,344,390,46
DIS,2025-12-04,344,390,46
DIS,2026-01-20,344,390,46
GE,2026-01-06,344,390,46
HD,2025-11-17,344,390,46
HD,2026-01-07,344,390,46
HD,2026-01-13,344,390,46
IBM,2026-02-02,344,390,46
JNJ,2025-12-04,344,390,46
LLY,2025-12-17,344,390,46
LOW,2025-12-03,344,390,46
MA,2026-01-21,344,390,46
MS,2025-11-07,344,390,46
TGT,2025-11-10,344,390,46
V,2025-12-02,344,390,46
BA,2025-11-21,345,390,45
CAT,2025-11-04,345,390,45
COP,2025-12-04,345,390,45
HD,2026-01-16,345,390,45
LOW,2026-01-23,345,390,45
MCD,2025-11-07,345,390,45
META,2025-12-31,345,390,45
TGT,2026-01-02,345,390,45
V,2025-12-01,345,390,45
ABBV,2026-01-08,346,390,44
CVX,2026-01-06,346,390,44
DIS,2025-12-02,346,390,44
IBM,2025-11-12,346,390,44
TGT,2025-11-07,346,390,44
TGT,2026-01-12,346,390,44
V,2025-12-22,346,390,44
ADBE,2025-11-20,347,390,43
COP,2025-12-18,347,390,43
GE,2025-12-19,347,390,43
GE,2026-01-16,347,390,43
HD,2025-12-09,347,390,43
HD,2025-12-15,347,390,43
HD,2026-01-30,347,390,43
IBM,2025-11-03,347,390,43
JNJ,2026-01-06,347,390,43
LLY,2025-12-02,347,390,43
MCD,2025-12-04,347,390,43
META,2025-12-23,347,390,43
MS,2025-11-21,347,390,43
PEP,2025-12-09,347,390,43
PEP,2026-01-07,347,390,43
UNH,2025-12-02,347,390,43
ADBE,2025-12-12,348,390,42
ADBE,2026-01-15,348,390,42
AMD,2025-12-31,348,390,42
COST,2026-01-08,348,390,42
DIS,2026-01-07,348,390,42
GE,2025-11-17,348,390,42
HD,2025-11-25,348,390,42
HD,2025-12-10,348,390,42
HD,2026-02-02,348,390,42
JNJ,2025-11-12,348,390,42
LOW,2026-01-22,348,390,42
MCD,2026-01-21,348,390,42
MRK,2025-12-31,348,390,42
PEP,2026-01-30,348,390,42
SBUX,2025-12-29,348,390,42
SBUX,2026-01-02,348,390,42
TGT,2025-11-26,348,390,42
V,2025-11-10,348,390,42
V,2025-11-24,348,390,42
V,2025-12-04,348,390,42
ADBE,2025-11-21,349,390,41
ADBE,2025-12-04,349,390,41
AMD,2025-12-26,349,390,41
C,2025-11-26,349,390,41
C,2026-01-06,349,390,41
COP,2025-11-20,349,390,41
DIS,2026-01-06,349,390,41
DIS,2026-01-21,349,390,41
IBM,2026-01-16,349,390,41
JNJ,2025-11-17,349,390,41
LOW,2025-12-02,349,390,41
LOW,2026-01-09,349,390,41
MCD,2025-12-18,349,390,41
MS,2025-11-24,349,390,41
RTX,2026-01-08,349,390,41
TGT,2025-11-17,349,390,41
V,2026-01-07,349,390,41
ADBE,2026-01-16,350,390,40
BA,2025-11-25,350,390,40
C,2025-11-17,350,390,40
C,2025-11-18,350,390,40
COP,2025-12-08,350,390,40
GE,2025-12-09,350,390,40
HD,2025-11-24,350,390,40
IBM,2025-11-19,350,390,40
MA,2026-01-06,350,390,40
MRK,2025-12-26,350,390,40
ABBV,2025-11-12,351,390,39
ABBV,2025-11-13,351,390,39
ADBE,2025-12-01,351,390,39
ADBE,2026-01-20,351,390,39
BA,2025-11-05,351,390,39
BA,2025-11-19,351,390,39
COP,2025-12-29,351,390,39
COP,2026-01-16,351,390,39
COP,2026-01-26,351,390,39
COP,2026-02-02,351,390,39
DE,2025-11-26,351,390,39
GE,2026-02-02,351,390,39
GS,2026-01-05,351,390,39
JNJ,2026-02-03,351,390,39
LLY,2025-11-19,351,390,39
LLY,2025-12-03,351,390,39
LLY,2025-12-11,351,390,39
MA,2026-01-16,351,390,39
TGT,2025-11-05,351,390,39
TGT,2025-11-25,351,390,39
TGT,2025-12-26,351,390,39
TGT,2026-02-02,351,390,39
V,2025-11-03,351,390,39
V,2025-11-25,351,390,39
BA,2026-01-02,352,390,38
C,2025-12-10,352,390,38
COP,2025-11-13,352,390,38
COST,2025-12-15,352,390,38
DIS,2025-12-22,352,390,38
HD,2025-11-05,352,390,38
HD,2025-11-14,352,390,38
JNJ,2025-12-05,352,390,38
JNJ,2026-01-05,352,390,38
SBUX,2025-12-08,352,390,38
SBUX,2026-01-08,352,390,38
TGT,2026-01-08,352,390,38
V,2025-12-03,352,390,38
BA,2026-01-22,353,390,37
C,2025-12-08,353,390,37
COP,2026-01-28,353,390,37
DIS,2026-01-12,353,390,37
GE,2025-11-04,353,390,37
GS,2026-01-16,353,390,37
IBM,2025-12-03,353,390,37
LLY,2025-12-15,353,390,37
LOW,2025-11-20,353,390,37
MA,2025-11-18,353,390,37
MRK,2025-12-29,353,390,37
MRK,2025-12-30,353,390,37
RTX,2026-01-26,353,390,37
SBUX,2025-12-11,353,390,37
TGT,2025-12-23,353,390,37
UNH,2026-01-06,353,390,37
V,2025-12-05,353,390,37
ADBE,2025-11-18,354,390,36
AMD,2025-12-29,354,390,36
C,2025-12-02,354,390,36
COP,2025-11-04,354,390,36
COP,2025-11-05,354,390,36
DIS,2025-12-16,354,390,36
GE,2025-11-25,354,390,36
JNJ,2025-12-18,354,390,36
JPM,2025-12-05,354,390,36
LOW,2025-11-14,354,390,36
MA,2026-01-23,354,390,36
MA,2026-01-27,354,390,36
MRK,2026-01-28,354,390,36
MS,2026-01-21,354,390,36
SBUX,2025-11-26,354,390,36
SBUX,2025-12-22,354,390,36
TGT,2025-12-03,354,390,36
UNH,2025-12-01,354,390,36
V,2025-12-18,354,390,36
ABBV,2025-12-10,355,390,35
BA,2025-12-19,355,390,35
BA,2026-01-29,355,390,35
CAT,2026-01-05,355,390,35
GE,2025-12-01,355,390,35
GE,2025-12-16,355,390,35
HD,2025-12-22,355,390,35
JNJ,2025-11-13,355,390,35
JNJ,2026-01-22,355,390,35
MCD,2025-11-04,355,390,35
META,2026-01-08,355,390,35
SLB,2025-12-30,355,390,35
BA,2026-01-13,356,390,34
CVX,2026-01-16,356,390,34
DIS,2026-01-15,356,390,34
GE,2025-11-18,356,390,34
HD,2025-12-01,356,390,34
JNJ,2025-11-20,356,390,34
JPM,2026-01-26,356,390,34
KO,2025-12-29,356,390,34
MCD,2026-01-07,356,390,34
MS,2026-01-20,356,390,34
SLB,2025-12-29,356,390,34
UNH,2025-11-06,356,390,34
UNH,2026-01-02,356,390,34
V,2026-01-15,356,390,34
AMD,2025-12-23,357,390,33
AMD,2026-01-27,357,390,33
C,2026-01-27,357,390,33
CVX,2026-01-13,357,390,33
CVX,2026-01-15,357,390,33
DIS,2025-11-18,357,390,33
IBM,2026-01-20,357,390,33
LOW,2026-01-14,357,390,33
MA,2025-11-03,357,390,33
MCD,2025-12-11,357,390,33
UNH,2025-11-12,357,390,33
V,2025-12-16,357,390,33
AMD,2026-02-02,358,390,32
C,2026-01-26,358,390,32
COP,2025-12-05,358,390,32
CVX,2025-12-15,358,390,32
CVX,2026-01-23,358,390,32
GE,2025-12-03,358,390,32
GOOGL,2025-12-31,358,390,32
MA,2026-01-14,358,390,32
MA,2026-02-02,358,390,32
MS,2026-01-23,358,390,32
NFLX,2025-11-11,358,390,32
PEP,2026-01-27,358,390,32
DIS,2025-12-08,359,390,31
DIS,2026-01-22,359,390,31
GE,2026-01-05,359,390,31
HD,2026-01-22,359,390,31
JPM,2025-11-26,359,390,31
JPM,2025-12-17,359,390,31
JPM,2025-12-18,359,390,31
JPM,2026-01-06,359,390,31
KO,2025-12-31,359,390,31
LLY,2025-12-16,359,390,31
MA,2026-01-26,359,390,31
MA,2026-01-28,359,390,31
MA,2026-01-30,359,390,31
MCD,2025-12-12,359,390,31
TGT,2025-11-11,359,390,31
TGT,2025-12-29,359,390,31
UNH,2025-12-16,359,390,31
UNH,2026-02-02,359,390,31
V,2025-11-11,359,390,31
ABBV,2026-01-06,360,390,30
BA,2025-12-04,360,390,30
COST,2025-12-12,360,390,30
GE,2026-01-28,360,390,30
LLY,2025-11-11,360,390,30
MCD,2025-11-05,360,390,30
MCD,2025-11-14,360,390,30
MCD,2026-01-05,360,390,30
PEP,2026-02-02,360,390,30
SBUX,2026-01-15,360,390,30
UNH,2026-01-20,360,390,30
V,2025-11-17,360,390,30
AMD,2026-01-22,361,390,29
COP,2025-11-17,361,390,29
COP,2025-12-15,361,390,29
COP,2026-02-03,361,390,29
DIS,2026-01-23,361,390,29
GE,2025-11-10,361,390,29
HD,2025-12-04,361,390,29
HD,2026-01-08,361,390,29
JPM,2026-01-09,361,390,29
LLY,2025-11-10,361,390,29
PEP,2025-12-10,361,390,29
PFE,2025-12-17,361,390,29
SBUX,2025-12-03,361,390,29
SBUX,2025-12-09,361,390,29
SBUX,2025-12-17,361,390,29
SBUX,2026-01-09,361,390,29
AMD,2026-01-16,362,390,28
AMZN,2025-12-26,362,390,28
COP,2025-12-17,362,390,28
COP,2025-12-30,362,390,28
CVX,2026-01-26,362,390,28
GE,2025-11-12,362,390,28
HD,2025-12-11,362,390,28
JNJ,2025-11-18,362,390,28
JPM,2025-11-25,362,390,28
JPM,2025-12-16,362,390,28
LLY,2026-02-03,362,390,28
LOW,2025-12-10,362,390,28
MCD,2025-11-10,362,390,28
SBUX,2025-12-16,362,390,28
V,2025-11-05,362,390,28
ADBE,2026-01-30,363,390,27
AMD,2026-01-28,363,390,27
BA,2025-12-03,363,390,27
COP,2025-11-11,363,390,27
COP,2025-11-18,363,390,27
COP,2026-01-13,363,390,27
COP,2026-01-23,363,390,27
CVX,2025-11-12,363,390,27
DIS,2025-11-11,363,390,27
GOOGL,2025-12-30,363,390,27
IBM,2025-11-17,363,390,27
IBM,2025-11-20,363,390,27
IBM,2026-01-05,363,390,27
JPM,2025-11-17,363,390,27
LOW,2025-11-21,363,390,27
PEP,2026-01-29,363,390,27
SBUX,2025-11-18,363,390,27
SBUX,2025-12-23,363,390,27
SBUX,2026-01-30,363,390,27
SLB,2025-11-24,363,390,27
UNH,2025-11-10,363,390,27
UNH,2026-01-15,363,390,27
UNH,2026-01-26,363,390,27
ADBE,2026-01-26,364,390,26
ADBE,2026-02-02,364,390,26
AMD,2025-12-30,364,390,26
BA,2026-01-28,364,390,26
COP,2026-01-29,364,390,26
CVX,2026-01-27,364,390,26
DIS,2025-12-11,364,390,26
GE,2025-12-04,364,390,26
HD,2025-12-18,364,390,26
HD,2026-01-27,364,390,26
IBM,2025-11-24,364,390,26
JPM,2025-11-13,364,390,26
LLY,2025-11-14,364,390,26
MCD,2025-11-11,364,390,26
PFE,2025-12-04,364,390,26
UNH,2025-12-15,364,390,26
V,2025-11-20,364,390,26
V,2026-01-02,364,390,26
V,2026-01-16,364,390,26
ADBE,2025-12-10,365,390,25
ADBE,2025-12-11,365,390,25
COP,2026-01-09,365,390,25
CVX,2026-01-07,365,390,25
DIS,2025-11-07,365,390,25
GE,2025-11-05,365,390,25
GE,2025-12-10,365,390,25
IBM,2025-11-18,365,390,25
JNJ,2026-01-14,365,390,25
LOW,2025-11-17,365,390,25
MA,2026-01-29,365,390,25
MRK,2025-11-05,365,390,25
MS,2026-01-14,365,390,25
SBUX,2025-12-12,365,390,25
SBUX,2026-01-05,365,390,25
SBUX,2026-02-02,365,390,25
SLB,2025-11-07,365,390,25
SLB,2025-12-23,365,390,25
TGT,2025-12-18,365,390,25
V,2025-11-13,365,390,25
ADBE,2026-01-13,366,390,24
BAC,2025-12-31,366,390,24
COP,2026-01-14,366,390,24
COP,2026-01-27,366,390,24
CVX,2026-01-05,366,390,24
DIS,2025-12-03,366,390,24
DIS,2026-01-14,366,390,24
HD,2025-11-21,366,390,24
HD,2025-12-12,366,390,24
HD,2025-12-23,366,390,24
LLY,2025-11-06,366,390,24
SBUX,2025-12-19,366,390,24
UNH,2025-11-21,366,390,24
V,2026-01-12,366,390,24
WFC,2025-12-30,366,390,24
CAT,2025-12-12,367,390,23
DIS,2025-12-18,367,390,23
GE,2025-12-22,367,390,23
HD,2026-01-05,367,390,23
JPM,2026-01-02,367,390,23
JPM,2026-01-07,367,390,23
LLY,2025-11-04,367,390,23
META,2026-01-15,367,390,23
PFE,2025-12-09,367,390,23
SBUX,2025-12-15,367,390,23
SLB,2025-11-26,367,390,23
UNH,2025-11-11,367,390,23
UNH,2026-01-16,367,390,23
ABBV,2025-11-03,368,390,22
ADBE,2025-12-19,368,390,22
AMD,2025-12-22,368,390,22
DIS,2025-12-19,368,390,22
IBM,2025-11-06,368,390,22
JPM,2025-11-21,368,390,22
KO,2025-12-23,368,390,22
KO,2026-01-02,368,390,22
ORCL,2025-12-31,368,390,22
SLB,2025-11-11,368,390,22
C,2025-12-01,369,390,21
C,2025-12-17,369,390,21
C,2025-12-29,369,390,21
GE,2026-01-20,369,390,21
GOOGL,2025-12-26,369,390,21
JNJ,2025-11-21,369,390,21
JPM,2025-11-18,369,390,21
JPM,2025-12-03,369,390,21
LLY,2025-11-05,369,390,21
LOW,2025-11-25,369,390,21
META,2025-12-29,369,390,21
NKE,2026-02-02,369,390,21
SBUX,2025-12-02,369,390,21
TGT,2026-02-03,369,390,21
UNH,2026-01-13,369,390,21
V,2025-12-12,369,390,21
V,2026-01-23,369,390,21
WFC,2025-12-26,369,390,21
AMD,2026-01-08,370,390,20
C,2025-11-24,370,390,20
COP,2025-11-14,370,390,20
DIS,2026-01-09,370,390,20
GE,2025-11-06,370,390,20
HD,2025-12-08,370,390,20
HD,2026-01-20,370,390,20
JPM,2025-11-12,370,390,20
MRK,2026-01-12,370,390,20
MS,2026-01-22,370,390,20
PEP,2026-02-03,370,390,20
PFE,2026-01-06,370,390,20
PYPL,2025-12-11,370,390,20
SLB,2025-11-05,370,390,20
TGT,2025-11-21,370,390,20
UNH,2025-11-13,370,390,20
UNH,2025-11-20,370,390,20
UNH,2026-01-05,370,390,20
V,2025-12-08,370,390,20
V,2026-01-21,370,390,20
AMD,2025-12-03,371,390,19
AMD,2026-01-07,371,390,19
BAC,2025-12-26,371,390,19
C,2025-11-03,371,390,19
C,2025-11-05,371,390,19
C,2025-11-25,371,390,19
C,2026-01-02,371,390,19
CAT,2025-12-17,371,390,19
COP,2026-01-15,371,390,19
COP,2026-01-22,371,390,19
GE,2025-12-11,371,390,19
GE,2026-02-03,371,390,19
HD,2025-12-19,371,390,19
JPM,2026-01-05,371,390,19
KO,2025-11-26,371,390,19
KO,2025-12-03,371,390,19
META,2025-12-03,371,390,19
MRK,2025-11-10,371,390,19
MRK,2026-01-02,371,390,19
MS,2026-01-15,371,390,19
PYPL,2025-12-26,371,390,19
PYPL,2026-01-26,371,390,19
SBUX,2025-12-05,371,390,19
SBUX,2026-01-07,371,390,19
TGT,2025-11-18,371,390,19
UNH,2026-01-30,371,390,19
V,2026-01-26,371,390,19
WMT,2025-12-31,371,390,19
XOM,2025-11-26,371,390,19
C,2025-11-14,372,390,18
DIS,2025-12-15,372,390,18
HD,2026-01-12,372,390,18
HD,2026-02-03,372,390,18
JPM,2025-11-03,372,390,18
JPM,2025-12-01,372,390,18
JPM,2025-12-02,372,390,18
META,2026-01-02,372,390,18
META,2026-01-06,372,390,18
MSFT,2025-12-23,372,390,18
PFE,2025-12-23,372,390,18
PYPL,2026-01-23,372,390,18
SBUX,2025-11-24,372,390,18
SLB,2025-12-02,372,390,18
V,2025-11-04,372,390,18
V,2026-01-05,372,390,18
V,2026-01-28,372,390,18
AAPL,2025-12-30,373,390,17
AMD,2026-01-09,373,390,17
C,2025-11-19,373,390,17
C,2026-01-29,373,390,17
DIS,2025-11-03,373,390,17
DIS,2025-12-05,373,390,17
DIS,2025-12-17,373,390,17
HD,2025-12-05,373,390,17
JPM,2026-01-23,373,390,17
KO,2025-12-09,373,390,17
MRK,2025-12-23,373,390,17
NKE,2025-12-03,373,390,17
SBUX,2026-01-26,373,390,17
SLB,2025-11-17,373,390,17
SLB,2025-11-25,373,390,17
SLB,2025-12-22,373,390,17
